Row Labels,Sum of Total_Amount,,,Row Labels,Sum of Total_Amount,Sum of Customer_Rating,,Row Labels,Count of Total_Amount,,,Row Labels,Sum of Total_Amount
,,,,,,,,ORD_002057,,,,,
,,,,,,,,ORD_002058,,,,,
,,,,,,,,ORD_002059,,,,,
,,,,,,,,ORD_002060,,,,,
,,,,,,,,ORD_002061,,,,,
,,,,,,,,ORD_002062,,,,,
,,,,,,,,ORD_002063,,,,,
,,,,,,,,ORD_002064,,,,,
,,,,,,,,ORD_002065,,,,,
,,,,,,,,ORD_002066,,,,,
,,,,,,,,ORD_002067,,,,,
,,,,,,,,ORD_002068,,,,,
,,,,,,,,ORD_002069,,,,,
,,,,,,,,ORD_002070,,,,,
,,,,,,,,ORD_002071,,,,,
,,,,,,,,ORD_002072,,,,,
,,,,,,,,ORD_002073,,,,,
,,,,,,,,ORD_002074,,,,,
,,,,,,,,ORD_002075,,,,,
,,,,,,,,ORD_002076,,,,,
,,,,,,,,ORD_002077,,,,,
,,,,,,,,ORD_002078,,,,,
,,,,,,,,ORD_002079,,,,,
,,,,,,,,ORD_002080,,,,,
,,,,,,,,ORD_002081,,,,,
,,,,,,,,ORD_002082,,,,,
,,,,,,,,ORD_002083,,,,,
,,,,,,,,ORD_002084,,,,,
,,,,,,,,ORD_002085,,,,,
,,,,,,,,ORD_002086,,,,,
,,,,,,,,ORD_002087,,,,,
,,,,,,,,ORD_002088,,,,,
,,,,,,,,ORD_002089,,,,,
,,,,,,,,ORD_002090,,,,,
,,,,,,,,ORD_002091,,,,,
,,,,,,,,ORD_002092,,,,,
,,,,,,,,ORD_002093,,,,,
,,,,,,,,ORD_002094,,,,,
,,,,,,,,ORD_002095,,,,,
,,,,,,,,ORD_002096,,,,,
,,,,,,,,ORD_002097,,,,,
,,,,,,,,ORD_002098,,,,,
,,,,,,,,ORD_002099,,,,,
,,,,,,,,ORD_002100,,,,,
,,,,,,,,ORD_002101,,,,,
,,,,,,,,ORD_002102,,,,,
,,,,,,,,ORD_002103,,,,,
,,,,,,,,ORD_002104,,,,,
,,,,,,,,ORD_002105,,,,,
,,,,,,,,ORD_002106,,,,,
,,,,,,,,ORD_002107,,,,,
,,,,,,,,ORD_002108,,,,,
,,,,,,,,ORD_002109,,,,,
,,,,,,,,ORD_002110,,,,,
,,,,,,,,ORD_002111,,,,,
,,,,,,,,ORD_002112,,,,,
,,,,,,,,ORD_002113,,,,,
,,,,,,,,ORD_002114,,,,,
,,,,,,,,ORD_002115,,,,,
,,,,,,,,ORD_002116,,,,,
,,,,,,,,ORD_002117,,,,,
,,,,,,,,ORD_002118,,,,,
,,,,,,,,ORD_002119,,,,,
,,,,,,,,ORD_002120,,,,,
,,,,,,,,ORD_002121,,,,,
,,,,,,,,ORD_002122,,,,,
,,,,,,,,ORD_002123,,,,,
,,,,,,,,ORD_002124,,,,,
,,,,,,,,ORD_002125,,,,,
,,,,,,,,ORD_002126,,,,,
,,,,,,,,ORD_002127,,,,,
,,,,,,,,ORD_002128,,,,,
,,,,,,,,ORD_002129,,,,,
,,,,,,,,ORD_002130,,,,,
,,,,,,,,ORD_002131,,,,,
,,,,,,,,ORD_002132,,,,,
,,,,,,,,ORD_002133,,,,,
,,,,,,,,ORD_002134,,,,,
,,,,,,,,ORD_002135,,,,,
,,,,,,,,ORD_002136,,,,,
,,,,,,,,ORD_002137,,,,,
,,,,,,,,ORD_002138,,,,,
,,,,,,,,ORD_002139,,,,,
,,,,,,,,ORD_002140,,,,,
,,,,,,,,ORD_002141,,,,,
,,,,,,,,ORD_002142,,,,,
,,,,,,,,ORD_002143,,,,,
,,,,,,,,ORD_002144,,,,,
,,,,,,,,ORD_002145,,,,,
,,,,,,,,ORD_002146,,,,,
,,,,,,,,ORD_002147,,,,,
,,,,,,,,ORD_002148,,,,,
,,,,,,,,ORD_002149,,,,,
,,,,,,,,ORD_002150,,,,,
,,,,,,,,ORD_002151,,,,,
,,,,,,,,ORD_002152,,,,,
,,,,,,,,ORD_002153,,,,,
,,,,,,,,ORD_002154,,,,,
,,,,,,,,ORD_002155,,,,,
,,,,,,,,ORD_002156,,,,,
,,,,,,,,ORD_002157,,,,,
,,,,,,,,ORD_002158,,,,,
,,,,,,,,ORD_002159,,,,,
,,,,,,,,ORD_002160,,,,,
,,,,,,,,ORD_002161,,,,,
,,,,,,,,ORD_002162,,,,,
,,,,,,,,ORD_002163,,,,,
,,,,,,,,ORD_002164,,,,,
,,,,,,,,ORD_002165,,,,,
,,,,,,,,ORD_002166,,,,,
,,,,,,,,ORD_002167,,,,,
,,,,,,,,ORD_002168,,,,,
,,,,,,,,ORD_002169,,,,,
,,,,,,,,ORD_002170,,,,,
,,,,,,,,ORD_002171,,,,,
,,,,,,,,ORD_002172,,,,,
,,,,,,,,ORD_002173,,,,,
,,,,,,,,ORD_002174,,,,,
,,,,,,,,ORD_002175,,,,,
,,,,,,,,ORD_002176,,,,,
,,,,,,,,ORD_002177,,,,,
,,,,,,,,ORD_002178,,,,,
,,,,,,,,ORD_002179,,,,,
,,,,,,,,ORD_002180,,,,,
,,,,,,,,ORD_002181,,,,,
,,,,,,,,ORD_002182,,,,,
,,,,,,,,ORD_002183,,,,,
,,,,,,,,ORD_002184,,,,,
,,,,,,,,ORD_002185,,,,,
,,,,,,,,ORD_002186,,,,,
,,,,,,,,ORD_002187,,,,,
,,,,,,,,ORD_002188,,,,,
,,,,,,,,ORD_002189,,,,,
,,,,,,,,ORD_002190,,,,,
,,,,,,,,ORD_002191,,,,,
,,,,,,,,ORD_002192,,,,,
,,,,,,,,ORD_002193,,,,,
,,,,,,,,ORD_002194,,,,,
,,,,,,,,ORD_002195,,,,,
,,,,,,,,ORD_002196,,,,,
,,,,,,,,ORD_002197,,,,,
,,,,,,,,ORD_002198,,,,,
,,,,,,,,ORD_002199,,,,,
,,,,,,,,ORD_002200,,,,,
,,,,,,,,ORD_002201,,,,,
,,,,,,,,ORD_002202,,,,,
,,,,,,,,ORD_002203,,,,,
,,,,,,,,ORD_002204,,,,,
,,,,,,,,ORD_002205,,,,,
,,,,,,,,ORD_002206,,,,,
,,,,,,,,ORD_002207,,,,,
,,,,,,,,ORD_002208,,,,,
,,,,,,,,ORD_002209,,,,,
,,,,,,,,ORD_002210,,,,,
,,,,,,,,ORD_002211,,,,,
,,,,,,,,ORD_002212,,,,,
,,,,,,,,ORD_002213,,,,,
,,,,,,,,ORD_002214,,,,,
,,,,,,,,ORD_002215,,,,,
,,,,,,,,ORD_002216,,,,,
,,,,,,,,ORD_002217,,,,,
,,,,,,,,ORD_002218,,,,,
,,,,,,,,ORD_002219,,,,,
,,,,,,,,ORD_002220,,,,,
,,,,,,,,ORD_002221,,,,,
,,,,,,,,ORD_002222,,,,,
,,,,,,,,ORD_002223,,,,,
,,,,,,,,ORD_002224,,,,,
,,,,,,,,ORD_002225,,,,,
,,,,,,,,ORD_002226,,,,,
,,,,,,,,ORD_002227,,,,,
,,,,,,,,ORD_002228,,,,,
,,,,,,,,ORD_002229,,,,,
,,,,,,,,ORD_002230,,,,,
,,,,,,,,ORD_002231,,,,,
,,,,,,,,ORD_002232,,,,,
,,,,,,,,ORD_002233,,,,,
,,,,,,,,ORD_002234,,,,,
,,,,,,,,ORD_002235,,,,,
,,,,,,,,ORD_002236,,,,,
,,,,,,,,ORD_002237,,,,,
,,,,,,,,ORD_002238,,,,,
,,,,,,,,ORD_002239,,,,,
,,,,,,,,ORD_002240,,,,,
,,,,,,,,ORD_002241,,,,,
,,,,,,,,ORD_002242,,,,,
,,,,,,,,ORD_002243,,,,,
,,,,,,,,ORD_002244,,,,,
,,,,,,,,ORD_002245,,,,,
,,,,,,,,ORD_002246,,,,,
,,,,,,,,ORD_002247,,,,,
,,,,,,,,ORD_002248,,,,,
,,,,,,,,ORD_002249,,,,,
,,,,,,,,ORD_002250,,,,,
,,,,,,,,ORD_002251,,,,,
,,,,,,,,ORD_002252,,,,,
,,,,,,,,ORD_002253,,,,,
,,,,,,,,ORD_002254,,,,,
,,,,,,,,ORD_002255,,,,,
,,,,,,,,ORD_002256,,,,,
,,,,,,,,ORD_002257,,,,,
,,,,,,,,ORD_002258,,,,,
,,,,,,,,ORD_002259,,,,,
,,,,,,,,ORD_002260,,,,,
,,,,,,,,ORD_002261,,,,,
,,,,,,,,ORD_002262,,,,,
,,,,,,,,ORD_002263,,,,,
,,,,,,,,ORD_002264,,,,,
,,,,,,,,ORD_002265,,,,,
,,,,,,,,ORD_002266,,,,,
,,,,,,,,ORD_002267,,,,,
,,,,,,,,ORD_002268,,,,,
,,,,,,,,ORD_002269,,,,,
,,,,,,,,ORD_002270,,,,,
,,,,,,,,ORD_002271,,,,,
,,,,,,,,ORD_002272,,,,,
,,,,,,,,ORD_002273,,,,,
,,,,,,,,ORD_002274,,,,,
,,,,,,,,ORD_002275,,,,,
,,,,,,,,ORD_002276,,,,,
,,,,,,,,ORD_002277,,,,,
,,,,,,,,ORD_002278,,,,,
,,,,,,,,ORD_002279,,,,,
,,,,,,,,ORD_002280,,,,,
,,,,,,,,ORD_002281,,,,,
,,,,,,,,ORD_002282,,,,,
,,,,,,,,ORD_002283,,,,,
,,,,,,,,ORD_002284,,,,,
,,,,,,,,ORD_002285,,,,,
,,,,,,,,ORD_002286,,,,,
,,,,,,,,ORD_002287,,,,,
,,,,,,,,ORD_002288,,,,,
,,,,,,,,ORD_002289,,,,,
,,,,,,,,ORD_002290,,,,,
,,,,,,,,ORD_002291,,,,,
,,,,,,,,ORD_002292,,,,,
,,,,,,,,ORD_002293,,,,,
,,,,,,,,ORD_002294,,,,,
,,,,,,,,ORD_002295,,,,,
,,,,,,,,ORD_002296,,,,,
,,,,,,,,ORD_002297,,,,,
,,,,,,,,ORD_002298,,,,,
,,,,,,,,ORD_002299,,,,,
,,,,,,,,ORD_002300,,,,,
,,,,,,,,ORD_002301,,,,,
,,,,,,,,ORD_002302,,,,,
,,,,,,,,ORD_002303,,,,,
,,,,,,,,ORD_002304,,,,,
,,,,,,,,ORD_002305,,,,,
,,,,,,,,ORD_002306,,,,,
,,,,,,,,ORD_002307,,,,,
,,,,,,,,ORD_002308,,,,,
,,,,,,,,ORD_002309,,,,,
,,,,,,,,ORD_002310,,,,,
,,,,,,,,ORD_002311,,,,,
,,,,,,,,ORD_002312,,,,,
,,,,,,,,ORD_002313,,,,,
,,,,,,,,ORD_002314,,,,,
,,,,,,,,ORD_002315,,,,,
,,,,,,,,ORD_002316,,,,,
,,,,,,,,ORD_002317,,,,,
,,,,,,,,ORD_002318,,,,,
,,,,,,,,ORD_002319,,,,,
,,,,,,,,ORD_002320,,,,,
,,,,,,,,ORD_002321,,,,,
,,,,,,,,ORD_002322,,,,,
,,,,,,,,ORD_002323,,,,,
,,,,,,,,ORD_002324,,,,,
,,,,,,,,ORD_002325,,,,,
,,,,,,,,ORD_002326,,,,,
,,,,,,,,ORD_002327,,,,,
,,,,,,,,ORD_002328,,,,,
,,,,,,,,ORD_002329,,,,,
,,,,,,,,ORD_002330,,,,,
,,,,,,,,ORD_002331,,,,,
,,,,,,,,ORD_002332,,,,,
,,,,,,,,ORD_002333,,,,,
,,,,,,,,ORD_002334,,,,,
,,,,,,,,ORD_002335,,,,,
,,,,,,,,ORD_002336,,,,,
,,,,,,,,ORD_002337,,,,,
,,,,,,,,ORD_002338,,,,,
,,,,,,,,ORD_002339,,,,,
,,,,,,,,ORD_002340,,,,,
,,,,,,,,ORD_002341,,,,,
,,,,,,,,ORD_002342,,,,,
,,,,,,,,ORD_002343,,,,,
,,,,,,,,ORD_002344,,,,,
,,,,,,,,ORD_002345,,,,,
,,,,,,,,ORD_002346,,,,,
,,,,,,,,ORD_002347,,,,,
,,,,,,,,ORD_002348,,,,,
,,,,,,,,ORD_002349,,,,,
,,,,,,,,ORD_002350,,,,,
,,,,,,,,ORD_002351,,,,,
,,,,,,,,ORD_002352,,,,,
,,,,,,,,ORD_002353,,,,,
,,,,,,,,ORD_002354,,,,,
,,,,,,,,ORD_002355,,,,,
,,,,,,,,ORD_002356,,,,,
,,,,,,,,ORD_002357,,,,,
,,,,,,,,ORD_002358,,,,,
,,,,,,,,ORD_002359,,,,,
,,,,,,,,ORD_002360,,,,,
,,,,,,,,ORD_002361,,,,,
,,,,,,,,ORD_002362,,,,,
,,,,,,,,ORD_002363,,,,,
,,,,,,,,ORD_002364,,,,,
,,,,,,,,ORD_002365,,,,,
,,,,,,,,ORD_002366,,,,,
,,,,,,,,ORD_002367,,,,,
,,,,,,,,ORD_002368,,,,,
,,,,,,,,ORD_002369,,,,,
,,,,,,,,ORD_002370,,,,,
,,,,,,,,ORD_002371,,,,,
,,,,,,,,ORD_002372,,,,,
,,,,,,,,ORD_002373,,,,,
,,,,,,,,ORD_002374,,,,,
,,,,,,,,ORD_002375,,,,,
,,,,,,,,ORD_002376,,,,,
,,,,,,,,ORD_002377,,,,,
,,,,,,,,ORD_002378,,,,,
,,,,,,,,ORD_002379,,,,,
,,,,,,,,ORD_002380,,,,,
,,,,,,,,ORD_002381,,,,,
,,,,,,,,ORD_002382,,,,,
,,,,,,,,ORD_002383,,,,,
,,,,,,,,ORD_002384,,,,,
,,,,,,,,ORD_002385,,,,,
,,,,,,,,ORD_002386,,,,,
,,,,,,,,ORD_002387,,,,,
,,,,,,,,ORD_002388,,,,,
,,,,,,,,ORD_002389,,,,,
,,,,,,,,ORD_002390,,,,,
,,,,,,,,ORD_002391,,,,,
,,,,,,,,ORD_002392,,,,,
,,,,,,,,ORD_002393,,,,,
,,,,,,,,ORD_002394,,,,,
,,,,,,,,ORD_002395,,,,,
,,,,,,,,ORD_002396,,,,,
,,,,,,,,ORD_002397,,,,,
,,,,,,,,ORD_002398,,,,,
,,,,,,,,ORD_002399,,,,,
,,,,,,,,ORD_002400,,,,,
,,,,,,,,ORD_002401,,,,,
,,,,,,,,ORD_002402,,,,,
,,,,,,,,ORD_002403,,,,,
,,,,,,,,ORD_002404,,,,,
,,,,,,,,ORD_002405,,,,,
,,,,,,,,ORD_002406,,,,,
,,,,,,,,ORD_002407,,,,,
,,,,,,,,ORD_002408,,,,,
,,,,,,,,ORD_002409,,,,,
,,,,,,,,ORD_002410,,,,,
,,,,,,,,ORD_002411,,,,,
,,,,,,,,ORD_002412,,,,,
,,,,,,,,ORD_002413,,,,,
,,,,,,,,ORD_002414,,,,,
,,,,,,,,ORD_002415,,,,,
,,,,,,,,ORD_002416,,,,,
,,,,,,,,ORD_002417,,,,,
,,,,,,,,ORD_002418,,,,,
,,,,,,,,ORD_002419,,,,,
,,,,,,,,ORD_002420,,,,,
,,,,,,,,ORD_002421,,,,,
,,,,,,,,ORD_002422,,,,,
,,,,,,,,ORD_002423,,,,,
,,,,,,,,ORD_002424,,,,,
,,,,,,,,ORD_002425,,,,,
,,,,,,,,ORD_002426,,,,,
,,,,,,,,ORD_002427,,,,,
,,,,,,,,ORD_002428,,,,,
,,,,,,,,ORD_002429,,,,,
,,,,,,,,ORD_002430,,,,,
,,,,,,,,ORD_002431,,,,,
,,,,,,,,ORD_002432,,,,,
,,,,,,,,ORD_002433,,,,,
,,,,,,,,ORD_002434,,,,,
,,,,,,,,ORD_002435,,,,,
,,,,,,,,ORD_002436,,,,,
,,,,,,,,ORD_002437,,,,,
,,,,,,,,ORD_002438,,,,,
,,,,,,,,ORD_002439,,,,,
,,,,,,,,ORD_002440,,,,,
,,,,,,,,ORD_002441,,,,,
,,,,,,,,ORD_002442,,,,,
,,,,,,,,ORD_002443,,,,,
,,,,,,,,ORD_002444,,,,,
,,,,,,,,ORD_002445,,,,,
,,,,,,,,ORD_002446,,,,,
,,,,,,,,ORD_002447,,,,,
,,,,,,,,ORD_002448,,,,,
,,,,,,,,ORD_002449,,,,,
,,,,,,,,ORD_002450,,,,,
,,,,,,,,ORD_002451,,,,,
,,,,,,,,ORD_002452,,,,,
,,,,,,,,ORD_002453,,,,,
,,,,,,,,ORD_002454,,,,,
,,,,,,,,ORD_002455,,,,,
,,,,,,,,ORD_002456,,,,,
,,,,,,,,ORD_002457,,,,,
,,,,,,,,ORD_002458,,,,,
,,,,,,,,ORD_002459,,,,,
,,,,,,,,ORD_002460,,,,,
,,,,,,,,ORD_002461,,,,,
,,,,,,,,ORD_002462,,,,,
,,,,,,,,ORD_002463,,,,,
,,,,,,,,ORD_002464,,,,,
,,,,,,,,ORD_002465,,,,,
,,,,,,,,ORD_002466,,,,,
,,,,,,,,ORD_002467,,,,,
,,,,,,,,ORD_002468,,,,,
,,,,,,,,ORD_002469,,,,,
,,,,,,,,ORD_002470,,,,,
,,,,,,,,ORD_002471,,,,,
,,,,,,,,ORD_002472,,,,,
,,,,,,,,ORD_002473,,,,,
,,,,,,,,ORD_002474,,,,,
,,,,,,,,ORD_002475,,,,,
,,,,,,,,ORD_002476,,,,,
,,,,,,,,ORD_002477,,,,,
,,,,,,,,ORD_002478,,,,,
,,,,,,,,ORD_002479,,,,,
,,,,,,,,ORD_002480,,,,,
,,,,,,,,ORD_002481,,,,,
,,,,,,,,ORD_002482,,,,,
,,,,,,,,ORD_002483,,,,,
,,,,,,,,ORD_002484,,,,,
,,,,,,,,ORD_002485,,,,,
,,,,,,,,ORD_002486,,,,,
,,,,,,,,ORD_002487,,,,,
,,,,,,,,ORD_002488,,,,,
,,,,,,,,ORD_002489,,,,,
,,,,,,,,ORD_002490,,,,,
,,,,,,,,ORD_002491,,,,,
,,,,,,,,ORD_002492,,,,,
,,,,,,,,ORD_002493,,,,,
,,,,,,,,ORD_002494,,,,,
,,,,,,,,ORD_002495,,,,,
,,,,,,,,ORD_002496,,,,,
,,,,,,,,ORD_002497,,,,,
,,,,,,,,ORD_002498,,,,,
,,,,,,,,ORD_002499,,,,,
,,,,,,,,ORD_002500,,,,,
,,,,,,,,ORD_002501,,,,,
,,,,,,,,ORD_002502,,,,,
,,,,,,,,ORD_002503,,,,,
,,,,,,,,ORD_002504,,,,,
,,,,,,,,ORD_002505,,,,,
,,,,,,,,ORD_002506,,,,,
,,,,,,,,ORD_002507,,,,,
,,,,,,,,ORD_002508,,,,,
,,,,,,,,ORD_002509,,,,,
,,,,,,,,ORD_002510,,,,,
,,,,,,,,ORD_002511,,,,,
,,,,,,,,ORD_002512,,,,,
,,,,,,,,ORD_002513,,,,,
,,,,,,,,ORD_002514,,,,,
,,,,,,,,ORD_002515,,,,,
,,,,,,,,ORD_002516,,,,,
,,,,,,,,ORD_002517,,,,,
,,,,,,,,ORD_002518,,,,,
,,,,,,,,ORD_002519,,,,,
,,,,,,,,ORD_002520,,,,,
,,,,,,,,ORD_002521,,,,,
,,,,,,,,ORD_002522,,,,,
,,,,,,,,ORD_002523,,,,,
,,,,,,,,ORD_002524,,,,,
,,,,,,,,ORD_002525,,,,,
,,,,,,,,ORD_002526,,,,,
,,,,,,,,ORD_002527,,,,,
,,,,,,,,ORD_002528,,,,,
,,,,,,,,ORD_002529,,,,,
,,,,,,,,ORD_002530,,,,,
,,,,,,,,ORD_002531,,,,,
,,,,,,,,ORD_002532,,,,,
,,,,,,,,ORD_002533,,,,,
,,,,,,,,ORD_002534,,,,,
,,,,,,,,ORD_002535,,,,,
,,,,,,,,ORD_002536,,,,,
,,,,,,,,ORD_002537,,,,,
,,,,,,,,ORD_002538,,,,,
,,,,,,,,ORD_002539,,,,,
,,,,,,,,ORD_002540,,,,,
,,,,,,,,ORD_002541,,,,,
,,,,,,,,ORD_002542,,,,,
,,,,,,,,ORD_002543,,,,,
,,,,,,,,ORD_002544,,,,,
,,,,,,,,ORD_002545,,,,,
,,,,,,,,ORD_002546,,,,,
,,,,,,,,ORD_002547,,,,,
,,,,,,,,ORD_002548,,,,,
,,,,,,,,ORD_002549,,,,,
,,,,,,,,ORD_002550,,,,,
,,,,,,,,ORD_002551,,,,,
,,,,,,,,ORD_002552,,,,,
,,,,,,,,ORD_002553,,,,,
,,,,,,,,ORD_002554,,,,,
,,,,,,,,ORD_002555,,,,,
,,,,,,,,ORD_002556,,,,,
,,,,,,,,ORD_002557,,,,,
,,,,,,,,ORD_002558,,,,,
,,,,,,,,ORD_002559,,,,,
,,,,,,,,ORD_002560,,,,,
,,,,,,,,ORD_002561,,,,,
,,,,,,,,ORD_002562,,,,,
,,,,,,,,ORD_002563,,,,,
,,,,,,,,ORD_002564,,,,,
,,,,,,,,ORD_002565,,,,,
,,,,,,,,ORD_002566,,,,,
,,,,,,,,ORD_002567,,,,,
,,,,,,,,ORD_002568,,,,,
,,,,,,,,ORD_002569,,,,,
,,,,,,,,ORD_002570,,,,,
,,,,,,,,ORD_002571,,,,,
,,,,,,,,ORD_002572,,,,,
,,,,,,,,ORD_002573,,,,,
,,,,,,,,ORD_002574,,,,,
,,,,,,,,ORD_002575,,,,,
,,,,,,,,ORD_002576,,,,,
,,,,,,,,ORD_002577,,,,,
,,,,,,,,ORD_002578,,,,,
,,,,,,,,ORD_002579,,,,,
,,,,,,,,ORD_002580,,,,,
,,,,,,,,ORD_002581,,,,,
,,,,,,,,ORD_002582,,,,,
,,,,,,,,ORD_002583,,,,,
,,,,,,,,ORD_002584,,,,,
,,,,,,,,ORD_002585,,,,,
,,,,,,,,ORD_002586,,,,,
,,,,,,,,ORD_002587,,,,,
,,,,,,,,ORD_002588,,,,,
,,,,,,,,ORD_002589,,,,,
,,,,,,,,ORD_002590,,,,,
,,,,,,,,ORD_002591,,,,,
,,,,,,,,ORD_002592,,,,,
,,,,,,,,ORD_002593,,,,,
,,,,,,,,ORD_002594,,,,,
,,,,,,,,ORD_002595,,,,,
,,,,,,,,ORD_002596,,,,,
,,,,,,,,ORD_002597,,,,,
,,,,,,,,ORD_002598,,,,,
,,,,,,,,ORD_002599,,,,,
,,,,,,,,ORD_002600,,,,,
,,,,,,,,ORD_002601,,,,,
,,,,,,,,ORD_002602,,,,,
,,,,,,,,ORD_002603,,,,,
,,,,,,,,ORD_002604,,,,,
,,,,,,,,ORD_002605,,,,,
,,,,,,,,ORD_002606,,,,,
,,,,,,,,ORD_002607,,,,,
,,,,,,,,ORD_002608,,,,,
,,,,,,,,ORD_002609,,,,,
,,,,,,,,ORD_002610,,,,,
,,,,,,,,ORD_002611,,,,,
,,,,,,,,ORD_002612,,,,,
,,,,,,,,ORD_002613,,,,,
,,,,,,,,ORD_002614,,,,,
,,,,,,,,ORD_002615,,,,,
,,,,,,,,ORD_002616,,,,,
,,,,,,,,ORD_002617,,,,,
,,,,,,,,ORD_002618,,,,,
,,,,,,,,ORD_002619,,,,,
,,,,,,,,ORD_002620,,,,,
,,,,,,,,ORD_002621,,,,,
,,,,,,,,ORD_002622,,,,,
,,,,,,,,ORD_002623,,,,,
,,,,,,,,ORD_002624,,,,,
,,,,,,,,ORD_002625,,,,,
,,,,,,,,ORD_002626,,,,,
,,,,,,,,ORD_002627,,,,,
,,,,,,,,ORD_002628,,,,,
,,,,,,,,ORD_002629,,,,,
,,,,,,,,ORD_002630,,,,,
,,,,,,,,ORD_002631,,,,,
,,,,,,,,ORD_002632,,,,,
,,,,,,,,ORD_002633,,,,,
,,,,,,,,ORD_002634,,,,,
,,,,,,,,ORD_002635,,,,,
,,,,,,,,ORD_002636,,,,,
,,,,,,,,ORD_002637,,,,,
,,,,,,,,ORD_002638,,,,,
,,,,,,,,ORD_002639,,,,,
,,,,,,,,ORD_002640,,,,,
,,,,,,,,ORD_002641,,,,,
,,,,,,,,ORD_002642,,,,,
,,,,,,,,ORD_002643,,,,,
,,,,,,,,ORD_002644,,,,,
,,,,,,,,ORD_002645,,,,,
,,,,,,,,ORD_002646,,,,,
,,,,,,,,ORD_002647,,,,,
,,,,,,,,ORD_002648,,,,,
,,,,,,,,ORD_002649,,,,,
,,,,,,,,ORD_002650,,,,,
,,,,,,,,ORD_002651,,,,,
,,,,,,,,ORD_002652,,,,,
,,,,,,,,ORD_002653,,,,,
,,,,,,,,ORD_002654,,,,,
,,,,,,,,ORD_002655,,,,,
,,,,,,,,ORD_002656,,,,,
,,,,,,,,ORD_002657,,,,,
,,,,,,,,ORD_002658,,,,,
,,,,,,,,ORD_002659,,,,,
,,,,,,,,ORD_002660,,,,,
,,,,,,,,ORD_002661,,,,,
,,,,,,,,ORD_002662,,,,,
,,,,,,,,ORD_002663,,,,,
,,,,,,,,ORD_002664,,,,,
,,,,,,,,ORD_002665,,,,,
,,,,,,,,ORD_002666,,,,,
,,,,,,,,ORD_002667,,,,,
,,,,,,,,ORD_002668,,,,,
,,,,,,,,ORD_002669,,,,,
,,,,,,,,ORD_002670,,,,,
,,,,,,,,ORD_002671,,,,,
,,,,,,,,ORD_002672,,,,,
,,,,,,,,ORD_002673,,,,,
,,,,,,,,ORD_002674,,,,,
,,,,,,,,ORD_002675,,,,,
,,,,,,,,ORD_002676,,,,,
,,,,,,,,ORD_002677,,,,,
,,,,,,,,ORD_002678,,,,,
,,,,,,,,ORD_002679,,,,,
,,,,,,,,ORD_002680,,,,,
,,,,,,,,ORD_002681,,,,,
,,,,,,,,ORD_002682,,,,,
,,,,,,,,ORD_002683,,,,,
,,,,,,,,ORD_002684,,,,,
,,,,,,,,ORD_002685,,,,,
,,,,,,,,ORD_002686,,,,,
,,,,,,,,ORD_002687,,,,,
,,,,,,,,ORD_002688,,,,,
,,,,,,,,ORD_002689,,,,,
,,,,,,,,ORD_002690,,,,,
,,,,,,,,ORD_002691,,,,,
,,,,,,,,ORD_002692,,,,,
,,,,,,,,ORD_002693,,,,,
,,,,,,,,ORD_002694,,,,,
,,,,,,,,ORD_002695,,,,,
,,,,,,,,ORD_002696,,,,,
,,,,,,,,ORD_002697,,,,,
,,,,,,,,ORD_002698,,,,,
,,,,,,,,ORD_002699,,,,,
,,,,,,,,ORD_002700,,,,,
,,,,,,,,ORD_002701,,,,,
,,,,,,,,ORD_002702,,,,,
,,,,,,,,ORD_002703,,,,,
,,,,,,,,ORD_002704,,,,,
,,,,,,,,ORD_002705,,,,,
,,,,,,,,ORD_002706,,,,,
,,,,,,,,ORD_002707,,,,,
,,,,,,,,ORD_002708,,,,,
,,,,,,,,ORD_002709,,,,,
,,,,,,,,ORD_002710,,,,,
,,,,,,,,ORD_002711,,,,,
,,,,,,,,ORD_002712,,,,,
,,,,,,,,ORD_002713,,,,,
,,,,,,,,ORD_002714,,,,,
,,,,,,,,ORD_002715,,,,,
,,,,,,,,ORD_002716,,,,,
,,,,,,,,ORD_002717,,,,,
,,,,,,,,ORD_002718,,,,,
,,,,,,,,ORD_002719,,,,,
,,,,,,,,ORD_002720,,,,,
,,,,,,,,ORD_002721,,,,,
,,,,,,,,ORD_002722,,,,,
,,,,,,,,ORD_002723,,,,,
,,,,,,,,ORD_002724,,,,,
,,,,,,,,ORD_002725,,,,,
,,,,,,,,ORD_002726,,,,,
,,,,,,,,ORD_002727,,,,,
,,,,,,,,ORD_002728,,,,,
,,,,,,,,ORD_002729,,,,,
,,,,,,,,ORD_002730,,,,,
,,,,,,,,ORD_002731,,,,,
,,,,,,,,ORD_002732,,,,,
,,,,,,,,ORD_002733,,,,,
,,,,,,,,ORD_002734,,,,,
,,,,,,,,ORD_002735,,,,,
,,,,,,,,ORD_002736,,,,,
,,,,,,,,ORD_002737,,,,,
,,,,,,,,ORD_002738,,,,,
,,,,,,,,ORD_002739,,,,,
,,,,,,,,ORD_002740,,,,,
,,,,,,,,ORD_002741,,,,,
,,,,,,,,ORD_002742,,,,,
,,,,,,,,ORD_002743,,,,,
,,,,,,,,ORD_002744,,,,,
,,,,,,,,ORD_002745,,,,,
,,,,,,,,ORD_002746,,,,,
,,,,,,,,ORD_002747,,,,,
,,,,,,,,ORD_002748,,,,,
,,,,,,,,ORD_002749,,,,,
,,,,,,,,ORD_002750,,,,,
,,,,,,,,ORD_002751,,,,,
